0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
680.68,683.02,652.79,621.75,571.83,552.95,518.82,554.37,656.86,944.05,825.28,1277.21,1226.89,282.0,282.0,322.85,374.72,341.71,539.75,558.22,571.55,504.23,504.23,0.0,909.3,891.26,860.72,857.67,806.25,648.78,637.26,579.46,549.97,544.21,398.55,390.8,834.71,834.71,924.34,331.27,335.78,335.78,206.03,762.21,863.86,774.97,851.06,880.1,729.08,580.18,559.4,541.1,521.25,552.39,1077.1,1050.93,1050.93,1050.93,1050.93,782.34,766.83,756.79,667.49,671.24,533.4,522.51,478.6,498.06,379.93,361.89,267.84,243.85,688.18,668.07,645.37,625.72,443.03,893.6,660.28,450.62,477.2,344.99,668.77,706.25,686.33,759.73,669.53,645.67,629.75,633.07,606.48,575.18,568.42,552.37,546.32,523.2,520.16,502.69,473.09,442.58,369.57,462.1,406.36,304.19,421.82,336.95
213.2,221.27,241.1,287.64,337.82,356.7,487.97,501.96,237.02,222.0,208.39,642.17,692.49,867.82,867.82,946.8,900.54,1181.95,983.77,965.3,951.97,1271.83,1271.83,909.3,0.0,18.04,48.58,51.64,103.08,573.97,529.55,471.75,442.26,436.49,533.3,541.06,1469.36,1469.36,1883.76,727.51,700.8,700.8,1180.58,214.43,284.69,160.01,242.68,271.72,213.96,385.99,406.81,425.11,466.94,659.2,374.33,101.78,101.78,101.78,101.78,158.49,174.0,184.05,273.21,486.95,443.65,454.55,462.14,512.56,563.53,581.57,672.84,696.84,721.35,741.46,777.69,758.05,916.33,68.09,298.14,678.03,651.44,1319.53,1643.32,1665.66,364.7,438.1,347.9,324.04,308.12,320.51,399.4,430.7,437.47,453.51,459.57,482.68,485.72,503.19,532.79,563.31,685.72,793.99,882.86,863.05,1396.37,883.21
195.16,203.23,223.05,269.59,319.78,338.66,469.93,483.92,218.98,240.05,190.35,660.21,710.53,849.78,849.78,863.31,918.58,1200.0,1001.82,983.35,970.02,1289.88,1289.88,891.26,18.04,0.0,30.54,33.59,85.04,555.92,511.5,453.7,424.21,418.45,515.26,523.01,1487.41,1487.41,1815.4,709.47,713.97,713.97,1097.09,196.39,266.64,141.96,224.64,253.67,232.0,404.03,424.85,443.16,484.98,677.25,392.37,119.82,119.82,119.82,119.82,176.54,192.04,202.09,291.25,504.99,461.7,472.59,480.18,530.61,581.57,677.15,690.89,766.52,703.31,723.42,759.65,740.01,898.29,86.14,316.18,696.07,669.48,1236.04,1559.82,1597.3,346.65,420.05,329.85,306.0,290.07,302.47,381.36,412.66,419.43,435.47,441.52,464.64,467.68,485.15,514.75,545.26,703.76,812.04,864.81,845.0,1312.87,901.25
164.62,172.69,192.51,239.06,289.24,308.12,439.39,453.38,188.44,270.59,159.81,690.75,741.07,819.24,819.24,832.77,879.03,1202.22,1032.36,1013.89,1000.56,1364.75,1364.75,860.72,48.58,30.54,0.0,3.05,54.5,525.39,480.96,423.16,393.67,387.91,484.72,492.48,1517.94,1517.94,1784.86,678.93,683.43,683.43,1066.55,165.85,236.11,111.42,194.1,223.13,260.67,434.57,455.39,473.7,515.52,707.78,422.91,150.36,150.36,150.36,150.36,207.08,222.58,232.63,321.79,535.53,492.24,503.13,510.72,561.14,664.65,646.61,689.4,735.98,672.77,692.88,729.11,709.47,867.75,116.68,346.72,726.61,700.02,1205.5,1529.29,1566.76,316.12,389.51,299.32,275.46,259.54,271.93,350.82,382.12,388.89,404.93,410.99,434.1,437.14,454.61,484.21,514.73,702.27,763.73,834.28,814.46,1282.34,931.79
161.57,169.64,189.46,236.0,286.19,305.07,436.33,450.33,185.38,273.64,156.75,693.8,744.12,816.19,816.19,829.72,875.98,1199.17,1035.41,1016.94,1003.61,1361.69,1361.69,857.67,51.64,33.59,3.05,0.0,51.45,522.33,477.91,420.11,390.62,384.86,481.67,489.42,1521.0,1521.0,1781.8,675.88,680.38,680.38,1063.49,162.79,233.05,108.37,191.04,220.08,257.62,437.62,458.44,476.75,518.57,710.84,425.96,153.41,153.41,153.41,153.41,210.13,225.63,235.68,324.84,538.59,495.29,506.18,513.77,564.2,661.6,643.56,686.34,732.93,669.72,689.83,726.06,706.41,864.7,119.73,349.77,729.66,703.08,1202.45,1526.23,1563.71,313.06,386.46,296.26,272.41,256.48,268.88,347.77,379.06,385.83,401.88,407.93,431.05,434.08,451.56,481.16,511.67,699.22,760.68,831.22,811.41,1279.28,934.84
110.15,118.22,138.04,184.59,234.77,253.65,384.92,398.91,133.97,224.11,105.34,637.68,688.0,764.77,764.77,778.3,824.56,1147.75,1026.5,1008.03,994.7,1310.28,1310.28,806.25,103.08,85.04,54.5,51.45,0.0,470.92,426.5,368.7,339.21,333.44,430.25,438.01,1512.09,1512.09,1730.39,624.46,628.96,628.96,1012.08,111.38,181.64,56.96,139.63,168.67,206.2,362.56,383.38,401.68,443.81,762.29,369.81,204.86,204.86,204.86,204.86,261.58,277.08,287.13,376.29,590.03,546.74,557.63,565.22,615.65,610.18,592.14,634.93,681.51,618.3,638.41,674.64,655.0,813.28,171.18,401.22,825.23,851.82,1151.03,1474.82,1512.29,261.65,335.05,244.85,220.99,205.07,217.46,296.35,327.65,334.42,350.46,356.52,379.63,382.67,400.14,429.74,460.26,647.8,709.26,779.81,760.0,1227.87,925.93
345.35,347.69,317.45,286.41,216.11,197.23,204.31,201.54,321.53,608.72,489.95,628.43,578.11,628.18,628.18,641.71,687.96,990.29,1026.22,1007.75,994.43,1152.81,1152.81,648.78,573.97,555.92,525.39,522.33,470.92,0.0,113.32,171.12,176.32,170.56,305.68,313.44,1483.29,1483.29,1572.92,487.86,492.36,492.36,854.61,426.88,528.53,439.64,515.73,544.77,582.3,834.83,814.05,795.75,775.9,926.73,741.77,715.6,715.6,715.6,715.6,732.3,747.81,757.85,922.14,921.95,788.05,777.16,733.25,752.71,634.58,616.54,568.91,544.91,147.38,167.49,190.2,209.84,587.98,641.9,710.51,824.96,851.55,993.57,1317.35,1354.83,351.0,317.22,334.2,310.34,294.42,297.74,376.63,407.93,414.69,430.74,436.79,459.91,462.95,480.42,510.02,540.53,647.53,708.99,582.46,562.65,1070.4,818.98
300.92,303.27,273.03,241.99,171.68,152.8,194.38,191.61,277.11,564.3,445.52,659.31,608.99,595.78,595.78,609.32,655.57,978.77,993.83,975.36,962.04,1141.29,1141.29,637.26,529.55,511.5,480.96,477.91,426.5,113.32,0.0,57.8,87.29,93.05,261.26,269.02,1471.77,1471.77,1561.4,455.47,459.97,459.97,843.09,382.46,484.11,395.22,471.31,500.34,537.88,802.44,781.66,763.36,743.51,894.34,697.35,671.17,671.17,671.17,671.17,687.88,703.38,713.43,889.75,889.56,755.66,744.77,700.86,720.32,602.19,584.15,536.52,512.52,206.63,226.74,249.44,269.09,606.01,597.48,666.09,792.57,819.15,982.04,1305.83,1343.3,306.57,379.97,289.77,265.92,249.99,253.32,332.21,363.5,370.27,386.32,392.37,415.49,418.52,436.0,465.6,496.11,615.14,676.6,572.53,552.72,1058.88,786.59
243.12,245.46,215.23,184.19,113.88,95.0,136.58,133.81,219.31,506.5,387.72,717.11,666.79,537.98,537.98,551.51,597.77,920.96,936.03,917.56,904.23,1083.49,1083.49,579.46,471.75,453.7,423.16,420.11,368.7,171.12,57.8,0.0,29.49,35.25,203.46,211.22,1413.97,1413.97,1503.6,397.67,402.17,402.17,785.29,324.65,426.31,337.42,413.51,442.54,480.08,744.64,723.86,705.56,685.71,836.54,639.54,613.37,613.37,613.37,613.37,630.08,645.58,655.63,831.95,831.75,697.86,686.97,643.06,662.51,544.39,526.35,478.72,454.72,264.43,284.54,409.56,389.92,548.21,539.68,608.29,734.77,761.35,924.24,1248.03,1285.5,248.77,322.17,231.97,208.12,192.19,195.52,274.4,305.7,312.47,328.52,334.57,357.68,360.72,378.2,407.79,438.31,557.34,618.8,514.73,494.92,1001.08,728.79
213.63,215.97,185.74,154.7,84.39,65.51,107.09,104.32,189.82,477.01,358.23,746.6,696.28,508.49,508.49,522.02,568.28,891.47,906.54,888.07,874.74,1054.0,1054.0,549.97,442.26,424.21,393.67,390.62,339.21,176.32,87.29,29.49,0.0,5.76,173.97,181.73,1384.48,1384.48,1474.11,368.18,372.68,372.68,755.8,295.16,396.81,307.93,384.02,413.05,450.59,715.15,694.37,676.07,656.22,807.05,610.05,583.88,583.88,583.88,583.88,600.59,616.09,626.14,802.46,802.26,668.37,657.48,613.57,633.02,514.9,496.86,449.23,425.23,323.71,343.81,380.07,360.43,518.72,510.19,578.8,705.28,731.86,894.75,1218.54,1256.01,219.28,292.68,202.48,178.63,162.7,166.02,244.91,276.21,282.98,299.03,305.08,328.19,331.23,348.7,378.3,408.82,527.85,589.31,485.24,465.43,971.59,699.3
207.87,210.21,179.98,148.94,78.63,59.75,101.33,98.55,184.05,471.24,352.47,752.37,702.05,502.73,502.73,516.26,562.52,885.71,900.78,882.31,868.98,1048.23,1048.23,544.21,436.49,418.45,387.91,384.86,333.44,170.56,93.05,35.25,5.76,0.0,168.21,175.96,1378.71,1378.71,1468.35,362.42,366.92,366.92,750.04,289.4,391.05,302.16,378.25,407.29,444.83,709.38,688.61,670.3,650.46,801.29,604.29,578.12,578.12,578.12,578.12,594.83,610.33,620.38,796.7,796.5,662.61,651.72,607.8,627.26,509.14,491.1,443.47,419.47,317.94,338.05,374.31,354.67,512.95,504.43,573.04,699.51,726.1,888.99,1212.77,1250.25,213.52,286.92,196.72,172.86,156.94,160.26,239.15,270.45,277.22,293.26,299.32,322.43,325.47,342.94,372.54,403.06,522.08,583.55,479.48,459.67,965.83,693.53
304.68,307.02,276.79,245.75,195.83,176.95,181.68,217.24,280.86,568.05,449.28,920.56,870.24,334.56,334.56,348.09,394.35,740.05,732.61,714.14,700.81,902.58,902.58,398.55,533.3,515.26,484.72,481.67,430.25,305.68,261.26,203.46,173.97,168.21,0.0,7.76,1233.06,1233.06,1322.69,194.25,198.75,198.75,604.38,386.21,487.86,398.97,475.06,504.1,541.64,541.21,520.44,502.13,482.29,633.12,701.1,674.93,674.93,674.93,674.93,743.37,727.87,717.82,628.52,628.33,494.43,483.54,439.63,459.09,340.97,322.93,275.3,251.3,453.07,473.18,471.4,451.76,555.0,601.24,621.31,531.34,557.93,743.33,1067.12,1104.59,310.33,383.73,293.53,269.67,253.75,257.07,335.96,367.26,374.03,390.07,396.13,419.24,422.28,439.75,434.13,403.61,353.91,415.38,496.59,463.84,820.17,525.36
312.44,314.78,284.54,253.5,203.58,184.7,189.44,225.0,288.62,575.81,457.04,928.31,877.99,326.8,326.8,340.33,386.59,732.3,724.85,706.38,693.05,894.82,894.82,390.8,541.06,523.01,492.48,489.42,438.01,313.44,269.02,211.22,181.73,175.96,7.76,0.0,1225.3,1225.3,1314.93,186.49,190.99,190.99,596.62,393.97,495.62,406.73,482.82,511.85,549.39,533.46,512.68,494.38,474.53,625.36,708.86,682.68,682.68,682.68,682.68,735.62,720.11,710.06,620.77,620.57,486.68,475.79,431.88,451.33,333.21,315.17,267.54,243.54,460.82,480.93,479.16,459.52,547.24,608.99,613.56,523.59,550.17,735.58,1059.36,1096.84,318.08,391.48,301.29,277.43,261.5,264.83,343.72,375.01,381.78,397.83,403.88,427.0,430.03,447.51,426.37,395.85,346.16,407.62,488.83,456.09,812.41,517.61
1386.51,1434.43,1358.62,1356.52,1406.33,1387.45,1353.32,1388.88,1362.7,1657.11,1531.11,2099.27,2048.95,718.55,718.55,699.14,652.89,612.31,485.59,504.06,517.39,374.37,374.37,834.71,1469.36,1487.41,1517.94,1521.0,1512.09,1483.29,1471.77,1413.97,1384.48,1378.71,1233.06,1225.3,0.0,0.0,379.72,1021.78,1017.28,1017.28,630.9,1468.04,1569.7,1480.81,1556.9,1507.36,1469.82,1189.49,1168.72,1150.41,1130.57,830.8,1809.4,1536.89,1536.89,1536.89,1536.89,1311.01,1295.51,1285.46,1196.17,1011.97,1051.56,1040.67,1032.98,1016.21,989.25,971.21,1102.35,1078.35,1372.34,1352.23,1329.53,1309.89,1102.23,1422.28,1341.61,791.35,817.93,692.3,370.5,333.11,1520.83,1594.23,1504.03,1480.18,1464.25,1294.69,1215.8,1184.5,1177.73,1161.68,1155.63,1132.52,1129.48,1112.01,1082.41,1051.89,864.29,802.83,1065.56,964.54,556.5,522.03
1386.51,1434.43,1358.62,1356.52,1406.33,1387.45,1353.32,1388.88,1362.7,1657.11,1531.11,2099.27,2048.95,718.55,718.55,699.14,652.89,612.31,485.59,504.06,517.39,374.37,374.37,834.71,1469.36,1487.41,1517.94,1521.0,1512.09,1483.29,1471.77,1413.97,1384.48,1378.71,1233.06,1225.3,0.0,0.0,379.72,1021.78,1017.28,1017.28,630.9,1468.04,1569.7,1480.81,1556.9,1507.36,1469.82,1189.49,1168.72,1150.41,1130.57,830.8,1809.4,1536.89,1536.89,1536.89,1536.89,1311.01,1295.51,1285.46,1196.17,1011.97,1051.56,1040.67,1032.98,1016.21,989.25,971.21,1102.35,1078.35,1372.34,1352.23,1329.53,1309.89,1102.23,1422.28,1341.61,791.35,817.93,692.3,370.5,333.11,1520.83,1594.23,1504.03,1480.18,1464.25,1294.69,1215.8,1184.5,1177.73,1161.68,1155.63,1132.52,1129.48,1112.01,1082.41,1051.89,864.29,802.83,1065.56,964.54,556.5,522.03
1604.82,1607.16,1576.92,1545.88,1495.96,1477.08,1442.95,1478.51,1581.0,1868.19,1749.42,2188.91,2138.59,1206.35,1206.35,1191.23,1144.97,701.95,899.99,918.46,931.79,613.53,613.53,924.34,1883.76,1815.4,1784.86,1781.8,1730.39,1572.92,1561.4,1503.6,1474.11,1468.35,1322.69,1314.93,379.72,379.72,0.0,1255.41,1259.91,1259.91,720.54,1686.35,1788.0,1699.11,1775.2,1804.24,1653.21,1504.32,1483.54,1465.24,1445.39,1245.2,2001.24,1951.29,1951.29,1951.29,1951.29,1725.41,1709.91,1699.86,1610.56,1426.37,1465.96,1455.07,1402.73,1430.61,1304.07,1286.03,1191.98,1167.98,1461.97,1441.86,1419.16,1399.52,1128.0,1836.67,1756.01,1205.74,1232.33,678.17,321.33,283.94,1610.47,1683.87,1593.67,1569.81,1553.89,1557.21,1530.62,1499.32,1492.55,1476.51,1470.45,1447.34,1444.3,1426.83,1397.23,1366.71,1278.69,1217.23,1155.19,1054.17,552.64,932.7
498.89,501.23,471.0,439.96,390.04,371.16,357.89,393.45,475.07,762.26,643.49,1114.77,1064.45,226.66,226.66,240.19,286.45,672.78,536.19,517.72,504.39,835.3,835.3,331.27,727.51,709.47,678.93,675.88,624.46,487.86,455.47,397.67,368.18,362.42,194.25,186.49,1021.78,1021.78,1255.41,0.0,4.5,4.5,537.1,580.42,682.07,593.18,669.27,698.31,493.69,344.79,324.02,305.71,285.87,436.7,895.31,772.83,772.83,772.83,772.83,546.95,531.45,521.4,432.1,431.91,298.01,287.12,243.21,262.67,119.81,101.77,167.4,143.4,635.25,565.34,542.63,522.99,487.72,658.21,424.89,334.92,361.51,676.06,999.84,1037.32,504.54,577.94,487.74,463.88,447.96,451.28,346.36,315.06,308.29,292.25,286.19,263.08,260.04,242.57,212.97,182.45,157.49,218.95,429.31,396.56,752.89,435.62
503.39,505.73,475.5,444.46,394.54,375.66,362.4,397.95,479.57,766.76,647.99,1119.27,1068.95,231.16,231.16,244.69,290.95,677.28,531.69,513.22,499.89,839.8,839.8,335.78,700.8,713.97,683.43,680.38,628.96,492.36,459.97,402.17,372.68,366.92,198.75,190.99,1017.28,1017.28,1259.91,4.5,0.0,0.0,541.6,584.92,686.57,597.68,673.77,702.81,489.19,340.29,319.52,301.21,281.37,432.2,899.81,768.33,768.33,768.33,768.33,542.45,526.95,516.9,427.6,427.41,293.51,282.62,238.71,258.17,115.31,97.27,171.9,147.9,639.75,569.84,547.13,527.49,492.22,653.71,420.39,330.42,357.01,680.56,1004.34,1041.82,509.04,582.44,492.24,468.38,452.46,455.78,341.86,310.56,303.79,287.75,281.69,258.58,255.54,238.07,208.47,177.95,152.99,214.45,433.81,401.07,757.39,431.12
503.39,505.73,475.5,444.46,394.54,375.66,362.4,397.95,479.57,766.76,647.99,1119.27,1068.95,231.16,231.16,244.69,290.95,677.28,531.69,513.22,499.89,839.8,839.8,335.78,700.8,713.97,683.43,680.38,628.96,492.36,459.97,402.17,372.68,366.92,198.75,190.99,1017.28,1017.28,1259.91,4.5,0.0,0.0,541.6,584.92,686.57,597.68,673.77,702.81,489.19,340.29,319.52,301.21,281.37,432.2,899.81,768.33,768.33,768.33,768.33,542.45,526.95,516.9,427.6,427.41,293.51,282.62,238.71,258.17,115.31,97.27,171.9,147.9,639.75,569.84,547.13,527.49,492.22,653.71,420.39,330.42,357.01,680.56,1004.34,1041.82,509.04,582.44,492.24,468.38,452.46,455.78,341.86,310.56,303.79,287.75,281.69,258.58,255.54,238.07,208.47,177.95,152.99,214.45,433.81,401.07,757.39,431.12
886.51,888.85,858.61,827.58,777.65,758.77,724.64,760.2,862.69,1149.88,1031.11,1470.6,1420.28,488.04,488.04,472.92,426.66,178.03,376.08,394.55,407.87,300.42,300.42,206.03,1180.58,1097.09,1066.55,1063.49,1012.08,854.61,843.09,785.29,755.8,750.04,604.38,596.62,630.9,630.9,720.54,537.1,541.6,541.6,0.0,968.04,1069.69,980.8,1056.89,1085.93,934.9,786.01,765.23,746.93,727.08,604.34,1282.93,1248.11,1248.11,1248.11,1248.11,1022.23,1006.73,996.68,907.38,723.19,739.23,728.34,684.43,703.88,585.76,567.72,473.67,449.67,743.66,723.55,700.85,681.21,473.55,1133.49,1052.83,502.56,529.15,138.95,462.75,502.44,892.16,965.56,875.36,851.5,835.58,838.9,812.31,781.01,774.24,758.2,752.14,729.03,725.99,708.52,678.92,648.4,575.51,514.05,436.88,335.86,215.8,388.9
79.79,60.17,107.68,140.55,190.73,209.61,340.88,354.87,103.6,236.22,118.32,541.37,469.15,720.73,720.73,734.26,780.52,1103.71,982.46,963.99,950.66,1266.24,1266.24,762.21,214.43,196.39,165.85,162.79,111.38,426.88,382.46,324.65,295.16,289.4,386.21,393.97,1468.04,1468.04,1686.35,580.42,584.92,584.92,968.04,0.0,100.76,117.58,200.25,229.29,266.82,369.01,389.83,408.14,451.32,882.96,359.25,343.09,343.09,343.09,343.09,372.76,388.27,398.32,487.48,701.22,744.28,733.39,689.48,708.94,566.14,548.1,590.89,637.47,574.26,594.37,630.6,610.96,769.24,282.36,395.03,781.19,807.78,1106.99,1430.78,1468.25,217.61,291.01,200.81,176.95,161.03,173.42,252.31,283.61,290.38,306.42,312.48,335.59,338.63,356.1,385.7,416.22,603.76,665.22,735.77,715.96,1183.83,881.89
181.44,161.82,209.33,242.2,292.38,311.26,442.53,456.52,205.25,306.47,188.58,440.61,368.39,822.38,822.38,835.91,882.17,1205.36,1084.11,1065.64,1052.31,1367.89,1367.89,863.86,284.69,266.64,236.11,233.05,181.64,528.53,484.11,426.31,396.81,391.05,487.86,495.62,1569.7,1569.7,1788.0,682.07,686.57,686.57,1069.69,100.76,0.0,187.84,270.51,299.55,337.08,493.43,514.25,532.56,574.68,984.62,433.67,413.35,413.35,413.35,413.35,443.02,458.53,468.57,557.73,771.48,845.93,835.04,791.13,810.59,667.79,649.75,692.54,739.12,595.65,615.76,732.25,712.61,870.89,352.62,465.29,882.84,909.43,1208.64,1532.43,1569.9,319.26,392.66,302.46,278.6,262.68,275.07,353.96,385.26,392.03,408.07,414.13,437.24,440.28,457.75,487.35,517.87,705.41,766.87,837.42,817.61,1285.48,983.54
78.87,86.94,106.76,153.31,203.49,222.37,353.64,367.63,102.69,230.31,111.54,643.88,694.2,733.49,733.49,747.02,793.28,1116.47,995.22,976.75,963.42,1279.0,1279.0,774.97,160.01,141.96,111.42,108.37,56.96,439.64,395.22,337.42,307.93,302.16,398.97,406.73,1480.81,1480.81,1699.11,593.18,597.68,597.68,980.8,117.58,187.84,0.0,74.14,103.17,140.71,297.06,317.88,336.19,378.31,895.73,376.01,337.19,337.19,337.19,337.19,318.34,333.84,343.89,433.05,646.8,603.5,746.15,702.24,721.7,578.9,560.86,603.65,650.23,587.02,607.13,643.36,623.72,782.0,227.94,268.92,793.95,820.54,1119.75,1443.54,1481.01,230.37,303.77,213.57,189.71,173.79,186.18,265.07,296.37,303.14,319.18,325.24,348.35,351.39,368.86,398.46,428.98,616.52,677.98,748.53,728.72,1196.59,894.65
154.96,163.03,182.86,229.4,279.58,298.46,429.73,443.72,178.78,312.98,194.21,726.56,776.87,809.59,809.59,823.12,869.37,1192.57,1071.31,1052.84,1039.51,1355.09,1355.09,851.06,242.68,224.64,194.1,191.04,139.63,515.73,471.31,413.51,384.02,378.25,475.06,482.82,1556.9,1556.9,1775.2,669.27,673.77,673.77,1056.89,200.25,270.51,74.14,0.0,29.04,66.57,222.93,243.75,262.05,304.18,726.23,458.68,419.86,419.86,419.86,419.86,334.57,319.07,309.02,340.24,553.98,510.68,521.58,381.85,401.48,654.99,636.95,679.74,726.32,663.11,683.22,719.45,699.81,858.1,310.62,194.78,745.06,718.47,1195.84,1519.63,1557.1,306.46,379.86,289.66,265.8,249.88,262.27,341.16,372.46,379.23,395.28,401.33,424.44,427.48,444.95,474.55,505.07,692.61,754.08,824.62,804.81,1272.68,970.74
184.0,192.07,211.89,258.44,308.62,327.5,458.77,472.76,207.82,342.02,223.25,755.59,805.91,838.62,838.62,852.15,898.41,1221.6,1021.77,1003.3,989.97,1384.12,1384.12,880.1,271.72,253.67,223.13,220.08,168.67,544.77,500.34,442.54,413.05,407.29,504.1,511.85,1507.36,1507.36,1804.24,698.31,702.81,702.81,1085.93,229.29,299.55,103.17,29.04,0.0,37.54,193.89,214.71,233.02,275.14,697.2,487.72,320.91,320.91,320.91,320.91,305.53,290.03,279.98,311.2,524.94,481.65,492.54,352.81,372.44,389.45,665.99,498.77,755.36,692.15,712.26,748.49,728.85,887.13,232.2,165.75,716.02,689.43,1224.88,1548.67,1586.14,335.5,408.89,318.7,294.84,278.92,291.31,370.2,401.5,408.27,424.31,430.37,453.48,456.52,473.99,503.59,534.11,511.64,573.11,853.65,833.84,1301.72,921.2
221.54,229.61,249.43,295.97,346.16,365.04,496.31,510.3,245.36,379.56,260.79,793.13,843.45,621.57,621.57,635.1,681.36,1182.41,984.23,965.76,952.43,1272.29,1272.29,729.08,213.96,232.0,260.67,257.62,206.2,582.3,537.88,480.08,450.59,444.83,541.64,549.39,1469.82,1469.82,1653.21,493.69,489.19,489.19,934.9,266.82,337.08,140.71,66.57,37.54,0.0,156.35,177.17,195.48,237.6,659.66,525.25,283.37,283.37,283.37,283.37,267.99,252.49,242.44,273.66,487.41,444.11,455.0,315.28,334.9,351.92,369.96,461.23,485.23,729.69,749.8,786.03,766.38,924.67,194.66,128.21,678.48,651.9,1073.86,1397.64,1435.12,373.03,446.43,356.23,332.38,316.45,328.85,407.74,439.04,445.81,461.85,467.9,491.02,494.06,511.53,541.13,571.64,474.1,535.57,891.19,871.38,1150.69,883.66
353.18,361.25,381.07,427.62,477.8,496.68,704.86,740.42,377.0,573.74,417.14,993.9,1044.22,472.67,472.67,486.2,532.46,902.08,703.9,685.43,672.1,991.96,991.96,580.18,385.99,404.03,434.57,437.62,362.56,834.83,802.44,744.64,715.15,709.38,541.21,533.46,1189.49,1189.49,1504.32,344.79,340.29,340.29,786.01,369.01,493.43,297.06,222.93,193.89,156.35,0.0,20.82,39.13,82.31,375.43,726.02,453.51,453.51,453.51,453.51,227.64,212.13,202.08,233.3,447.05,238.42,227.53,183.45,203.08,203.06,221.1,312.38,336.38,982.26,912.35,889.64,870.0,736.67,338.9,87.85,394.25,367.67,925.01,1248.79,1286.27,504.68,578.07,487.88,464.02,448.09,617.75,538.86,507.56,500.79,484.74,478.69,455.58,452.54,435.07,405.47,374.95,325.21,386.67,747.39,645.47,1001.8,603.33
374.0,382.07,401.89,658.76,677.59,697.35,684.09,719.64,397.82,594.56,437.96,1014.72,1065.04,451.9,451.9,465.43,511.68,881.31,683.13,664.66,651.33,971.19,971.19,559.4,406.81,424.85,455.39,458.44,383.38,814.05,781.66,723.86,694.37,688.61,520.44,512.68,1168.72,1168.72,1483.54,324.02,319.52,319.52,765.23,389.83,514.25,317.88,243.75,214.71,177.17,20.82,0.0,18.31,61.49,354.61,746.84,474.32,474.32,474.32,474.32,248.45,232.94,222.9,254.12,381.05,217.6,206.71,162.63,182.26,182.24,200.28,291.56,315.56,961.43,891.53,868.82,849.18,715.85,359.71,108.66,373.43,346.85,904.18,1227.97,1265.45,735.82,809.22,719.02,695.16,679.24,596.93,518.04,486.74,479.97,463.92,457.87,434.76,431.72,414.25,384.65,354.13,304.43,365.9,726.61,624.69,981.02,582.56
392.31,400.38,642.56,640.45,659.28,679.04,665.78,701.34,646.63,612.87,456.26,1033.03,1083.35,433.59,433.59,447.12,493.38,863.0,664.82,646.35,633.02,952.88,952.88,541.1,425.11,443.16,473.7,476.75,401.68,795.75,763.36,705.56,676.07,670.3,502.13,494.38,1150.41,1150.41,1465.24,305.71,301.21,301.21,746.93,408.14,532.56,336.19,262.05,233.02,195.48,39.13,18.31,0.0,43.18,336.3,765.14,492.63,492.63,492.63,492.63,266.75,251.25,241.2,272.42,362.75,199.29,188.4,144.32,163.95,163.94,181.98,273.25,297.25,943.13,873.22,850.52,830.88,697.54,378.02,126.97,355.13,328.54,885.87,1209.66,1247.14,717.51,790.91,700.71,676.86,660.93,578.62,499.73,468.43,461.66,445.62,439.56,416.45,413.41,395.94,366.34,335.82,286.13,347.59,708.31,606.39,962.72,564.25
650.61,698.52,622.71,620.61,639.44,659.2,645.94,681.49,626.79,654.69,498.39,1074.85,1125.17,413.75,413.75,427.28,473.53,843.16,644.98,626.51,613.18,933.04,933.04,521.25,466.94,484.98,515.52,518.57,443.81,775.9,743.51,685.71,656.22,650.46,482.29,474.53,1130.57,1130.57,1445.39,285.87,281.37,281.37,727.08,451.32,574.68,378.31,304.18,275.14,237.6,82.31,61.49,43.18,0.0,345.51,806.98,534.46,534.46,534.46,534.46,308.59,293.09,283.04,314.26,371.95,208.5,197.61,153.53,173.15,144.09,162.13,253.41,277.41,923.28,853.38,830.67,811.03,677.7,419.85,168.8,364.33,337.74,866.03,1189.82,1227.29,697.67,771.07,680.87,657.01,641.09,558.78,479.89,448.59,441.82,425.77,419.72,396.61,393.57,376.1,346.5,315.98,266.28,327.75,688.46,586.54,942.87,544.41
801.43,849.35,773.54,771.44,790.27,810.03,796.77,832.32,777.62,846.95,946.03,1267.12,1317.43,412.41,412.41,370.55,324.3,543.39,345.21,326.74,313.41,633.27,633.27,552.39,659.2,677.25,707.78,710.84,762.29,926.73,894.34,836.54,807.05,801.29,633.12,625.36,830.8,830.8,1245.2,436.7,432.2,432.2,604.34,882.96,984.62,895.73,726.23,697.2,659.66,375.43,354.61,336.3,345.51,0.0,999.24,726.73,726.73,726.73,726.73,500.85,485.35,475.3,386.01,201.81,241.4,230.51,222.82,206.05,280.71,386.13,380.93,404.93,1074.11,1004.21,981.5,961.86,841.34,612.11,531.45,101.78,75.2,743.28,1064.48,1027.1,848.5,921.89,831.7,807.84,791.92,709.61,630.72,599.42,592.65,576.6,570.55,547.44,544.4,526.93,497.33,466.81,279.21,217.75,804.66,702.49,820.13,306.96
